 Mobile Number  ,name, State  , Telephone  , City  , Email  , Telephone 2  , Country  , Address  , Website 
 9810575701 , Innocent World Charitable Society Society,Delhi, 011-25332544 , New Delhi , masoomduniya@yahoo.co.in ,, India ," A-32 Sewak Park, Street No-10, P.O. Uttam Nagar, New Delhi 110059 (India) Contact No. 09810575701, 011-25332544", http://www.inncocentworld.org
 8800715380 , Insight Society Of Student Education And Development Society,Delhi, 011-45652765 , Delhi , 78indersingh@gmail.com ,, India ," 217-A, sahapur jat, new delhi-110017", NO website is listed 
 9540060606 , Institute For Development And Education Association Society,Delhi, 011-22184444 , Delhi , saifisuhail@yahoo.com ,, India ," 371/3 Main road brijpuri, opp. tripal factory old mustafabad delhi-110094", NO website is listed 
 09415349735 , Institute For Development Initiatives Society,Delhi, 011-25099576 , New Delhi , initiatives@in.com ,, India ," A 406 Kairali, Sector 3, Plot 10, Dwarka New Delhi 110075", http://www.idiindia.org.in
 9810315110 , Institute Of Chartered Mangement Association Society,Delhi, 011-47039812 , New Delhi , Info@gdf.org.in ,, India ," Global Development Foundation Flat No. 140, Rosewood Apartment Sector 13 Pocket A Dwarka New Delhi - 110075", http://www.gdf.org.in
 9999979849 , Institute Of Management Training Trust,Delhi, 011-45652378 , Delhi , pathfinder.ngo@gmail.com ,, India ," B-314, R.G.Complex, D.B.Gupta Road, Paharganj. New Delhi 110055", NO website is listed 
 9868288723 , Institute Of Research And Action Planning Society,Delhi, 011-22380600 , Delhi , dpsirap@yahoo.co.in ,, India ," 77-C, Shivam Enclave, Delhi-110032", http://www.irap.org.in
 8859449450 , Institute Of Scientific And Educational Research Society,Delhi, 011-88594494 , Delhi , iseresocity@gmail.com ,, India ," C-8/277, SULTANPURI, NEW DELHI 110086", http://www.isere.org
 9891218604 , Integral Education And Social Welfare Society Society,Delhi, 011-64542394 , New Delhi , integralmodelschool@yahoo.co.in ,, India ," Village and Post Office Khaira, Najafgarh, New Delhi - 110043.", NO website is listed 
 9891244109 , Integrated Development Trust Trust,Delhi, 011-281069 , Delhi , idt786@gmail.com ,, India ," 55-B/A-3,Mayur Vihar Phase-III, New Delhi-110096", NO website is listed 
 9873167484 , Integrating Spirituality And Organizational Leadership Foundation Trust,Delhi,India,, sunita.singhsengupta@gmail.com ,, India ," ISOL Foundation Raj International Business Center Guru Nanakpura,Laxmi Nagar, Near Scope Minar Delhi - 110 092", http://www.isolindia.org
 08800949892 , Intellectual Foundation Trust,Delhi, 011-12345678 , New Delhi , intellectualtoday@gmail.com ,, India ," 89/14A, Shanti Vihar, Gali No. 2, Najafgarh, New Delhi  110043", http://www.intellectualfoundation.org
 09953287693 , Interaction An Emerging Ngo Society,Delhi,India,, INTERACTION.ANEMERGINGNGO2007@GMAIL.COM ,, India ," B-59,LANE NO 1,WEST VINOD NAGAR, DELHI 110092", NO website is listed 
 9999003765 , International Academy Of Mohiniyattam Trust,Delhi, 011-27024445 , New Delhi , jayaprabhamenon@gmail.com ,, India ," E - 116, IInd Floor, G K - III, Masjid Moth", NO website is listed 
 9868804542 , International Centre For Women And Child Society,Delhi, 011-25054102 , New Delhi , icwcindia@gmail.com ,, India ," RZ A1/25, First Floor, Opposite OBC Bank, Palam Dabri Marg, New Delhi-110045", http://www.indiaicwc.org
 09022997744 , International Human Rights Council Trust,Delhi, 011-65569894 , Delhi , ihrc777@gmail.com ,, India ," Vardhman Diamond Plaza Complex, 115, 1st Floor, D. B. Gupta Road, (opp Paharganj Police Stn) Paharganj, New Delhi- 110055", http://ihrc.in
 9313132825 , International Human Rights Organisation Trust,Delhi, 011-2984524 , Delhi , anwarznz@gmail.com , 011-2982790 , India , C-69/A Main Road Near SBI Zakir Nagar Okhla New Delhi 110025, NO website is listed 
 9911057892 , International Human Rights Organization Trust,Delhi, 011-22752907 , East Delhi , info@ihro-india.org ,, India ," F-301, Ashiana Building, Lane-7, Pandav Nagar, Delhi-110091", http://www.ihro-india.org
 9990489221 , International Research Foundation Section 25 Company,Delhi, 011-22245609 , Delhi , ayaz.a.siddiqui@gmail.com ,, India ," Flat No-D-34, Plot No-111, Azad Apartments, Opposite Max Balaji Hospital Indraprastha Extensions Delhi-110092", http://www.irfonline.org
 9810630533 , International Trade Devlopment Centre Trust,Delhi, 011-24616769 , N Delhi , itdcindia@gmail.com ,, India ," B-69, 2nd Floor, South Extension Part-I, N Delhi-110049", NO website is listed 
 9968881880 , International Welfare Human Rights Foundation Society,Delhi, 011-26231601 , New Delhi , iwhrf12@gmail.com ,, India ," D-8,KRISHNA PARK, NEW DELHI-110062", http://www.iwhrf.com
 9999944848 , International Youth Club Section 25 Company,Delhi, 09999-944848 , Delhi , info@internationalyouthclub.org ,, India ," INTERNATIONAL YOUTH CLUB F 12/1, THIRD FLOOR, L/S, MALVIYA NAGAR, NEW DELHI - 110017, Delhi, INDIA", http://www.internationalyouthclub.org
 9711534371 , Internatio Nalislamic Centre Society,Delhi, 011-32030808 , Delhi , internationalislamiccentre@gmail.com ,, India ," 1589, rodgran chowk Lal Kuan Delhi 110006", NO website is listed 
 9818020688 , Ipartner India Trust,Delhi, 011-26528916 , New Delhi , sumitra.mishra@ipartnerindia.org ,, India ," 4/203, First Floor, Kaushalya Park, Hauz Khas", http://ipartnerindia.org
 09911226607 , Iproch Society,Delhi, 011-26174550 , Delhi , bj_das@yahoo.com ,, India ," B-4/158, Safdarjung Enclave, New Delhi-110029", NO website is listed 
 9810519015 , Ipsa Intellectuals For Peace Social Justice And Attitudinal Progressiveness Society,Delhi, 011-45556308 , New Delhi , ipsa.org@outlook.com ,, India ," 2nd Floor, D-31, Rajouri Garden, New Delhi - 110027.", http://www.ipsa.org.in
 9891651477 , Isahi Healthcare Foundation Society,Delhi, 011-29947648 , New Delhi , info@ihfindia.org ,, India ," D-51, Near Firdous Masjid, Thoker No. 7, Shaheen Bagh, Jamia Nagar, Okhla", http://www.ihfindia.org
 09711881007 , Ishara Mandakini Mahila Vikas Samiti Regd Society,Delhi,India,, isharamandakini@rediffmail.com ,, India ," ISHARA MANDAKINI MAHILA VIKAS SAMITI Project cum Admn Office: Ishara Mandakini Mahila Vikas Samiti U-112 A, G F Vikas Marg, Shakarpur, New Delhi-110092", NO website is listed 
 9810075122 , Ishwar Society,Delhi, 011-26855154 , Delhi , ishwar.ngo@rediffmail.com ,, India , D-64 Hauz Khas First Floor Above Corporation Bank, http://www.ishwar-ngo.org
 9868023640 , Ishwar Pal Arts Society Cooperative Society,Delhi, 011-43095828 , Delhi , mailtomission@gmail.com ,, India ," 17/99, Street No. 3, Than Singh Nagar, Anand Parbat, New Delhi-110005.", NO website is listed 
 9958030640 , Islamic Culture Centre Trust,Delhi, 011-26940800 , New Delhi , icc4net@gmail.com ,, India ," C-,80, Abul Fazal Enclave-II, Jamia Nagar, New Delhi - 110025.", NO website is listed 
 9873167484 , Isol Research Foundation Trust,Delhi, 011-27662844 , Delhi , sengupta.sunitasingh@gmail.com ,, India ," ISOL RESEARCH FOUNDATION C-17, RAJ INTERNATIONAL BUSINESS CENTER GURU NANAK PURA, LAXMI NAGAR, NEAR SCOPE MINAR DELHI - 110092", http://www.isolresearchfoundation.org
 9810268930 , Istri Arya Samaj Society,Delhi, 011-41825121 , New Delhi , adatt1@rediffmail.com ,, India , G-57 Nizamuddin West New Delhi - 110013, NO website is listed 
 9210846101 , Isu Trust,Delhi, 011-43071626 , East Delhi , isu2006@rediffmail.com ,, India ," B-275, First Floor, Gali No. 2, Fazalpur Mandawali, Delhi-92", NO website is listed 
 9868541014 , Jaago Shiksha Aur Samaj Sewa Samiti Society,Delhi, 011-22717637 , Delhi , jaagossssamiti@yahoo.in , 9868541014 , India ," C-542, New Ashok Nagar Delhi-110096", NO website is listed 
 9810641591 , Jaagoteens Society,Delhi, 011-26942713 , New Delhi , leena.gurg@gmail.com ,, India ," JaagoTeens G- 138 Sarita Vihar, New Delhi- 110076", http://jaagoteens.com
 9212058203 , Jaagruk Jyoti Social Welfare Society Society,Delhi, 011-25422661 , Delhi , cmduajournalist@gmail.com ,, India , I 1 kailash Park Moti Nagar New Delhi 110015, NO website is listed 
 9213681236 , Jaffar Pur Vikas Samitti Society,Delhi, 011-65245358 , Delhi , jpksamiti@yahoo.com ,, India ," 46,V.P.O., Jaffar Pur Kalan, New Delhi-110073.", NO website is listed 
 9967973220 , Jagbros Section 25 Company,Delhi,India,, robin@jagbros.com ,, India ," 10 B, RAJNIWAS MARG, CIVIL LINES NEW DELHI", http://www.jagbros.com
 09310005567 , Jagdamba Charitable Foundation Society,Delhi, 011-31309555 , Delhi , jcfoundation2000@yahoo.com ,, India ," Head Office:H.No. 2277 Murli wala kuwa,Old Subji Mandi Ghanta Ghar,Behind Rawalpindi Jeweller", NO website is listed 
 09368568775 , Jago Gaon Society,Delhi, 0120-4373009 , New Delhi , jagogaon@gmail.com ,, India ," 47 A-B2 SEVAK PARK UTTAM NAGAR, NEW DELHI-110059", http://www.jagogaon.org
 09811191324 , Jago India Society,Delhi, 011-64690155 , New Delhi , jagoindia61@gmail.com ,, India ," A-10, Gali No-1, Kaithwara, New Usmanpur,Delhi-110053", NO website is listed 
 9582843984 , Jagrani Foundation Trust,Delhi, 011-45089162 , New Delhi , jagranifoundation@gmail.com ,, India ," 9/11, Basement, Old Rajinder Nagar, New Delhi-110060", http://jagranifoundation.org
 09810488007 , Jagriti A Pioneering Society Society,Delhi, 011-45604505 , New Delhi , jagritisociety@yahoo.co.in , 09810488007 , India ," CB/ 115, Janak Puri, New Delhi-110058", NO website is listed 
 9868366825 , Jagriti Centre For Social Rights Society,Delhi, 011-26176109 , New Delhi , info@nict.net.in ,, India ," NICT COMPUTER ACADEMY O-92, Bank Street, Munirka New Delhi-110 067", http://nict.net.in
 9313835345 , Jagruk Nagrik Suraksha Sangathan Society,Delhi, 965-0760002 , Delhi , info.jnss@gmail.com , 9313835345 , India ," REGD. OFFICE:1663/35, 2ND FLOOR, NAIWALA, KAROL BAGH, NEW DELHI - 110005 COMMUNICATIONS OFFICE: B-134-136, Ambedkar Colony, Chattarpur, New Delhi 110074", http://JNSS.IN
 7503003807 , Jagrukhtar Ikendra Society,Delhi, 011-01143574 , Delhi , jagrukhtarikendra@gmail.com ,, India ," bawana j.j.colony d-508,delhi-110039", NO website is listed 
 9990913617 , Jagrukta Jankalyan Samiti Society,Delhi, 011-45520251 , Delhi , shruti.shgl@gmail.com ,, India ," U-60, 2nd Floor, Main Mother Diary Road, Shakarpur, Delhi - 110092", http://jjks.org.in
 9818507896 , Jahan Vocational Training Inst Society,Delhi, 011-22560514 , New Seelampur , jvti_choudhry@yahoo.com ,, India , F 111 new seelampur delhi 110053, NO website is listed 
 9891676453 , Jahanvi Society,Delhi, 011-43065110 , New Delhi , todayvision@rediffmail.com ,, India , B-7 Ashoka Niketan Near Yammuna sports complex delhi-110095, http://www.jahanvi.in
 9811656491 , Jai Hind Organisation Of Social And Health Society,Delhi, 011-65497612 , Delhi , gramindelhi_2008@yahoo.com ,, India ," Sahara Cheritable, Amrit Vihar, Burari, Delhi-110009", NO website is listed 
 9811656491 , Jai Hind Organisation Of Social Health Society,Delhi, 09811-656491 , Delhi , joshforindia@yahoo.co.in ,, India , Super Medicose H.No 413 Main Road Bakhtawarpur delhi 110036, NO website is listed 
 9818126289 , Jai Jagdambey Educational Society Society,Delhi, 011-30886717 , New Delhi , jjes_mpk@yahoo.com ,, India ," A-5, Mohan Co-operative Industrial Estate Mathura Road New Delhi Pin - 110 044", NO website is listed 
 9350989700 , Jai Jagriti Foundation Society,Delhi, 011-22054720 , New Delhi , jaijagriti@gmail.com ,, India ," G-20 2nd floor, street no. 1, main market shakarpur delhi-110092", http://jaijagritifoundation.org
 9212125881 , Jai Jawan Sewa Samiti Society,Delhi,India,, JAIJAWANSEWASAMITI@GMAIL.COM , 9212125881 , India ," SHOP NO-8 B-1 D.D.A MARKET,PASCHIM VIHAR,NEW DELHI-110063", NO website is listed 
 9871804995 , Jai Maa Mahila Uthan Samiti Society,Delhi, 011-25031441 , Delhi , jaimaamahilauthansamiti@yahoo.com ,, India , H-75 raj Nagar Part II palam colony, NO website is listed 
 9213092876 , Jai Sai Shiksha And Samajik Kalyan Sanstha Society,Delhi, 011-27630159 , Delhi , jaisaieducation@gmail.com ,, India ," K-925, FIRST FLOOR, JAHANGIR PURI, DELHI-110033", NO website is listed 
 09717066771 , Jaikisan Org Society,Delhi, 011-45353300 , New Delhi , cm@jaikisan.org ,, India ," 111,3rd Floor,Humayun Pur,Safdarjung Enclave.", http://www.jaikisan.org
 09311152224 , Jairam Shasti Smriti Seva Sansthan Trust,Delhi, 011-22439213 , Delhi , jrssss07@gmail.com ,, India ," H-14, Shakarpur, Delhi -110092", NO website is listed 
 8800380160 , Jaishankar Prasad Nyas Trust,Delhi, 0542-2401312 , Delhi , vijayonly08@gmail.com ,, India ," A-14, gali no. 35,mahendra park,delhi-110033", http://www.jaishankarprasad.com
 9868118721 , Jalagam Samiti Sajgori Society,Delhi, 05966-75177 , Delhi , cs_rawat@indiatimes.com ,, India ," Sajgori, P.O.- Devlikhet, Distt.- Almora, Uttrakhand- 260 601", http://www.indiatimes.com
 9911779507 , Jamat E Ulama E Hind Society,Delhi,India,, ZAEEMRIADHI@GMAIL.COM ,, India , SIR AYED ROAD DARYA GANJ NEW DELHI 110002, NO website is listed 
 9818705715 , Jamghat A Group Of Street Children Society,Delhi, 011-29522112 , Delhi , jamghat@gmail.com ,, India , F-2 First Floor Lado Sarai New Delhi-110030, http://www.jamghat.in
 9015443156 , Jamia Sunni Markaz Society Society,Delhi, 05825-220665 , Delhi , alahazrattaleemitrust2012@gmail.com ,, India ," E49/ C-31,C-Block, Janta Mazdoor Colony, Delhi-110053", NO website is listed 
 9312325694 , Jamia Urdu Delhi Society,Delhi, 011-22822596 , Delhi , jamiaurdudelhi@gmail.com ,, India ," JB-6/76, Seelampur-III", NO website is listed 
 9313658041 , Jamiatul Falah Educational And Welfare Society Society,Delhi, 011-93136580 , Delhi , jamiatulfalah2011@gmail.com ,, India , R3.A2/65. mohan garden. near chandni masjid uttam nagar.New Delhi. 110059, http://www.jamiatulfalah.net
 9212637276 , Jamna Par Senior Citizen Welfare Association Society,Delhi, 011-22547276 , Delhi , jpscwasso@gmail.com ,, India ," B-133, Jagat Puri Delhi-110051", NO website is listed 
 9268786968 , Jan Hiteshani Kalyan Samiti Society,Delhi, 011-25356772 , Delhi , brijrajs7@gmail.com , 9268786968 , India , WB-212 ganesh nagar delhi 110092, NO website is listed 
 9810154849 , Jan Jagariti Educational Society Society,Delhi, 011-27868766 , Delhi , jjes@vsnl.com ,, India , M 186 MANGOL PURI DELHI 110 083, NO website is listed 
 9810053477 , Jan Jagriti Manch Palam New Delhi Society,Delhi,India,, knjhajjm@rediffmail.com ,, India , RZF-1/175 GALI NO.1B MAHAVIR ENCLAVE PALAM NEW DELHI 110045, NO website is listed 
 9958715517 , Jan Jyoti Foundation Society,Delhi, 011-11111111 , New Delhi , ngojanjyoti@gmail.com ,, India ," C-I/1045,Madangir Dr.Ambedkar Nagar Sector - 4 New Delhi -110062", http://janjyotifoundation.org
 7503545699 , Jan Jyoti Yuva Sangthan Society,Delhi, 011-75035456 , Delhi , djthelight@gmail.com ,, India ," C-BLOCK INDARPRASTH COLONY,BURARI DELHI -110084", NO website is listed 
 9213043380 , Jan Kalyan Committee Delhi Society,Delhi, 011-32714858 , New Delhi , ujjwal.sb@gmail.com ,, India ," A-689, Raghubir Nagar Shivaji Collage Road New Delhi-110027", NO website is listed 
 9891338575 , Jan Kalyan Educatonal And Cultural Society Society,Delhi,India,, im_alikhan@yahoo.com ,, India , F-106 New Seelampur Delhi-110053, NO website is listed 
 09350153298 , Jan Kalyan Mahila Samiti Society,Delhi, 011-23230549 , Delhi , info.jankalyanmahilasamiti@gmail.com , 09350153298 , India ," S-14, DDA Flats, Turkman Gate, Delhi-110006", NO website is listed 
 9818541889 , Jan Kalyan Network Sewa Samiti Society,Delhi, 011-32710456 , Delhi , ksmls;usmmryeptl@gmail.com ,, India ," F-3/48-C, Sangam Vihar", NO website is listed 
 09210694420 , Jan Sadharan Kalyan Samiti Society,Delhi, 09289-520054 , Delhi , jansadharankalyansamiti@gmail.com ,, India , A-674 jahangir puri delhi-110033, NO website is listed 
 9310061212 , Jan Sahyog Educational And Welfare Socity Society,Delhi, 011-26801782 , New Delhi , siddharthgtm@yahoo.co.in ,, India ," A-903 /8 , Ground Floor, Near Anaj Mandi, Mehrauli , New Delhi-110030", NO website is listed 
 9868241243 , Jan Sahyog Manch Society,Delhi, 011-22374201 , Delhi , rkjain1948@gmail.com ,, India ," 6, Saini Enclave Near Karkardooma, Delhi-110092", NO website is listed 
 9250044265 , Jan Samadhan Samiti Society,Delhi, 011-22301049 , Delhi , jansamadhan@hotmail.com ,, India ," D-10, East Arjun Nagar, Behind Karkardooma Courts. Delhi - 110032", http://www.jansamadhansamiti.org
 09871285872 , Jan Samaj Sewa Samiti Society,Delhi, 011-25872427 , New Delhi , jansamajsewasamiti@gmail.com ,, India ," P- BLOCK,1779,PUNJABI BASTI, NEAR JHANDE WALA CHOWK,BALJEET NAGAR, NEW DELHI-110008", NO website is listed 
 09868796066 , Jan Samarpit Welfare Society Society,Delhi, 011-27613619 , Delhi , amitroysw@gmail.com ,, India ," KH.NO- 244/6, GALI NO- 3 & 4, SANGAM VIHAR, DELHI-84", http://www.jansamarpitws.org
 9810361978 , Jan Sewa Samiti Society,Delhi,India,, vijendergarg@yahoo.com ,, India ," G-122, Main Road, Rajapuri Uttam Nagar New Delhi-110059", NO website is listed 
 09868018995 , Jan Sewa Sangarsh Samiti Society,Delhi, 011-24654701 , Delhi , jansewasanghashsamiti@gmail.com ,, India ," B-24, G f Mangla Puri New Delhi", NO website is listed 
 9212409993 , Jan Sewa Welfare And Educational Society Society,Delhi, 011-25019993 , Najafgarh , jansewangoindia@gmail.com ,, India ," 1625, Opp. OBC Bank, Thana Road, Najafgarh, New Delhi- 110043 (India)", http://jansewangoindia.com
 9210737539 , Jan Suraksha Vikas Samiti Society,Delhi, 011-25181071 , Delhi , pradeep.jajoria@yahoo.in ,, India ," Plot No. 96, Khasra No. 576, Kirari Village, Suleman Nagar, Hari Enclave, Phase-II, Block-B,", NO website is listed 
 9250064723 , Jan Upkar Foundation Trust,Delhi, 011-22725229 , New Delhi , info@janupkarfoundation.com ,, India ," J-207, Near-Arpan School Jaitpur Badarpur New Delhi-110044", http://www.janupkarfoundation.com
 9868254822 , Jana Natya Manch Society,Delhi, 011-25843720 , New Delhi , jananatyamanch@gmail.com ,, India , 2253 E Shadikhampur New Ranjit Nagar New Delhi-110008, http://jananatyamanch.org
 9871727415 , Janadhikaar Ek Shakti Society,Delhi, 011-29964268 , New Delhi , janadhikaar@yahoo.com ,, India , 9/277 dakshin puri Extension dr ambedkar nagar new Delhi, NO website is listed 
 09268591637 , Janani Welfare Association Society,Delhi, 011-23237786 , New Delhi , janani_wa@yahoo.in ,, India ," 418, Chhattarpur, New Delhi-110074", NO website is listed 
 09312966951 , Janhit Charitable Trust Trust,Delhi, 011-32063112 , New Delhi , punam_singh29@yahoo.com , 09312966951 , India ," L- 20 II FLOOR,GALI NO-7 NEW MAHVIR NAGAR NEW DELHI", NO website is listed 
 9868730997 , Janhit Society For Social Welfare Society,Delhi, 011-27428886 , Delhi , janhitsociety@yahoo.co.in ,, India ," N-9A/383, Lal Bagh, Azadpur, Delhi-110033", NO website is listed 
 9899570711 , Janki Devi And Sumedha Mishra Charitable Trust Trust,Delhi, 011-43748500 , Delhi , amit.mishra256@gmail.com ,, India ," 283,flat no -9,4th floor ,New Delhi- 110051", NO website is listed 
 9911166900 , Janmanas Society For Social And Environmental Cause Society,Delhi, 011-32089456 , Delhi , janmanas@hotmail.com ,, India ," T-661, Street No.10, Gautampuri", NO website is listed 
 09871365994 , Janpad Shiksha Samiti Society,Delhi, 011-98713659 , Delhi , naresh_anubhava@rediffmail.com ,, India , 107 Old C Block Shahbad Dairy Delhi, NO website is listed 
 9717173993 , Janvikassa Miti Society,Delhi, 011-22222222 , New Delhi , jvsm.delhi@gmail.com ,, India , JAN VIKAS SAMITI MATA (JATAV) CHOPAL NEAR KAPIL MEDICAL STORE MAIDAN GARHI NEW DELHI -110068 E-MAIL : jvsm.delhi@gmail.com, http://jvsdelhi.yolasite.com
 9873660080 , Jawahar Human Resource Development And Welfare Society Society,Delhi, 011-64680444 , New Delhi , jawaharhrd@gmail.com ,, India ," 2157/1 GURU ARJUN NAGAR,OPP SATYAM CINEPLEX, NEAR SHADIPUR METRO STATION PATEL NAGAR, NEW DELHI-110008", NO website is listed 
 9818241962 , Jbf India Trust Trust,Delhi, 011-28035969 , New Delhi , jbfindia@gmail.com , 011-28034574 , India ," 466, DDA MIG Flats, Shree Awas, Sector 18B, Dwarka, New Delhi - 110078", http://www.jbfsociety.org
 9818241962 , Jbf Welfare Organization Society,Delhi, 011-24691181 , Guwahati New Delhi , jbfwo@yahoo.co.in ,, India ," Assam: 4 - Kanaklata Path, Beltola, Guwahati - 781028 Delhi: 948-B/9, L G Floor, Nehru Road, Arjun Nagar, Kotla Mubarakpur, New Delhi - 110003", http://www.jbfcharity.org
 9250003733 , Jeena Society,Delhi, 011-25321922 , New Delhi , jeena_thelife@yahoo.com ,, India , M-89 Dharmpura Najafgarh New Delhi -110043, NO website is listed 
 9958669161 , Jeet Educational And Welfare Society Society,Delhi, 011-2548675 , Delhi , jeetngo15@gmail.com ,, India ," C-32, J.J Colony, Khayala -110018", NO website is listed 
 9811400991 , Jeevan Jyoti Society Society,Delhi, 011-47038479 , Delhi , dranju28@yahoo.com ,, India ," BLOCK NO.17, PLOT NO.2, 17/2 SHAKTI NAGAR, DELHI-110007.", NO website is listed 
 9971630660 , Jeevan Darshan Trust Trust,Delhi, 011-25949177 , Delhi , jeevandt@hotmail.com , 011-65107305 , India ," Jeevan Darshan Trust 103, Ashok Mohalla , Near Telegram Office Nangloi,", http://www.jeevandarshantrust.org
 9868931289 , Jeevan Foundation Trust Trust,Delhi, 011-43090851 , New Delhi , jeevanfoundation001@gmail.com ,, India ," 340,D POCKET,DILSHAD GARDEN,NEW DELHI-110095", NO website is listed 
 8010911636 , Jeevan Jyoti Sewa Sanstha Society,Delhi, 0120-2955163 , Ghaziabad , jjss@india.com ,, India ," 621 Saraswati Vihar Ward No-32, Nagar Palika Parishad Loni Ghaziabad, UP", NO website is listed 
 9314418331 , Jeevan Mulya Seva Samiti Society,Delhi,India,, netrapaltanwar@gmail.com ,, India ," Flat No.B-75, P-50, CGHS sec-3 rohini, Delhi", NO website is listed 
 09717928840 , Jeevan Nirman Rural Development Society Society,Delhi, 011-25647071 , New Delhi , jnrds89@gmail.com ,, India ," E-107, S No- !, Nawada Housing Complex, Kakrola Mor, Uttam nagar, New Delhi-110059", NO website is listed 
 9411811521 , Jeevan Surbhi Sewa Samiti Society,Delhi, 011-11111111 , New Delhi , jsssamiti@rediffmail.com ,, India ," Sector-19, C-33 Rohini, New Delhi 110085", NO website is listed 
 09868221328 , Jeevothan Foundation Society,Delhi, 09368-049717 , New Delhi , jeevothaan@gmail.com ,, India ," WZ-134 D,GIF,Pole No-270, Sadh Nagar Colony, Dwarka,NEw Delhi. PIN-110045", http://jeevothaan.yolasite.com
 8800222977 , Jeewan Dhara Foundation Pitam Pura Delhi Society,Delhi, 011-64666333 , Delhi , jeewandharafoundation@gmail.com ,, India ," 215, Plot No.-26, Vikas Royal Arcade, Community Center Behind M2K Pitam Pura Delhi - 110034", http://www.jeewandharafoundationdelhi.org
 9871279324 , Jeewan Jyoti Mandali Trust,Delhi, 011-27615030 , Delhi , jeewanjyotimandali7@yahoo.in ,, India , Khasra number 82 E 9 D.C.M. Colony Ibrahimpur Delhi 84, NO website is listed 
 08802501994 , Jeewan Shaili Jan Sudhar Samiti Trust,Delhi, 011-25459966 , Delhi , 1918sai@gmail.com ,, India ," HOUSE NO-76,POCKET NO-3,PASCHIM PURI, NEW DELHI- 110063.", NO website is listed 
 9873494567 , Jeyem Foundation Trust,Delhi, 001-32678433 , Delhi , mail@jeyemfoundation.org ,, India ," 75, BBC Complex 150- Kilokri Maharani Bagh, Ring Road, New Delhi- 14", http://www.jeyemfoundation.org
 8447920967 , Jharkhand Educational And Welfare Society Trust,Delhi, 011-23711306 , Delhi , jes_ngo@rediffmail.com ,, India , 7UF Safdar Hashmi Marg New Delhi 110001, NO website is listed 
 09953778989 , Jhuggi Jhopri Sudhar Samiti Society,Delhi, 011-65028989 , Delhi , ARDinformationpoint@gmail.com ,, India ," D-4 Park, Cottage No. W-44/17, Jhuggi Jhopri Basti, Sultan Puri, New Delhi-110086", NO website is listed 
 9212150716 , Jigyaasa Sewa Samiti Delhi Society,Delhi, 011-27581066 , Delhi , JIGYAASASAMITI.NGO@GMAIL.COM ,, India , A 1/4 RAJEEV NAGAR BEGUM PUR NEAR HUNNY MOTORS, NO website is listed 
 08809440506 , Jivan Shrot Society,Delhi, 011-26805803 , Delhi , jivanshrot@gmail.com , 08809440506 , India ," Hno-203,Near Dharmshala,Sultanpur Colony,Mehrauli,New Delhi-110030.", NO website is listed 
 9810577647 , Jivant Vikas Samiti Society,Delhi, 011-22345985 , Delhi , ngo.jivant@gmail.com ,, India ," A-139, bank colony road, mandoli extension, Delhi 110093.", NO website is listed 
 09868464973 , Jiwan Seva Ek Prayash Society,Delhi, 06457-268297 , Delhi , deep_jha01@yahoo.com ,, India ," D -198 Magala Puri Village, Delhi -110045", NO website is listed 
 9871035767 , Jiya Jyoti Foundation Section 25 Company,Delhi, 0129-2272124 , New Delhi , info@jiyajyotifoundation.com ,, India ," RZ-78-B/10, S.F., Tughlakabad Extn., New Delhi-110019", http://jiyajyotifoundation.com
 9818815983 , Johripur Yuva Ekta Samiti Society,Delhi, 011-69906492 , Delhi , praveeneasy@gmail.com ,, India ," SURENDRA SAGAR B-1, MAIN ROAD, NEAR PRIMARY SCHOOL JOHRI PUR DELHI-110094", NO website is listed 
 09313480250 , Join Hands Foundation Trust,Delhi, 011-32608799 , Delhi , rahulvjain@joinhands.in ,, India ," Office No: 5, C-Block, DDA Market, Surajmal Vihar, Delhi-110092", http://joinhands.in
 09868905461 , Joint Assistant Centre Society,Delhi, 011-27106195 , Delhi , jac.india@gmail.com , 011-24524625 , India ," Joint Assistant Centre C7 by 150, Keshav Puram, Lawrence Road, Delhi-110035", NO website is listed 
 9873145187 , Joint Efforts For Empowerment Through Training Society,Delhi, 011-64696041 , Delhi , jeetdel2000@rediffmail.com , 011-27890087 , India ," JEET F-9/61,Sector-15, Rohini, Delhi-110089", NO website is listed 
 9968256365 , Joint Forum Of Medical Technologists Of India Society,Delhi, 011-23408526 , New Delhi , kaptansinghsehrawat@yahoo.co.in ,, India ," Kaptan Singh Sehrawat,General Secretary Postal address: Department of Emergency Laboratory, Room No.233 Kalawati Saran Children Hospital, Bangla Sahib Marg, New Delhi-110001", http://www.jfmti.com
 9810813092 , Joker Society,Delhi, 011-00000000 , Delhi , theatrejoker@gmail.com ,, India ," wa182/a,3rd floor,Shakarpur Delhi 110092", NO website is listed 
 09810712350 , Josh Ek Umang Society,Delhi, 011-29964268 , New Delhi , joshekumang@yahoo.co.in ,, India , 9/278 Dakshin puri ext. Dr.Ambedkar nagar New Delhi 110062, NO website is listed 
 09899462353 , Journalist Association Of India Society,Delhi, 011-22166946 , New Delhi , harryksethi1963@yahoo.co.in ,, India ," H.K.SETHI (SECRETARY GENERAL), JOURNALIST ASSOCIATION OF INDIA, G-4, ARIHANT TOWER, D BLOCK, VIVEK VIHAR, DELHI-110095, INDIA", http://www.jaoi.org
